VIN (1-10),State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,2020 Census Tract
1G1RC6S57J,WA,2018,CHEVROLET,VOLT,PHEV,True,53,53011040303
5YJSA1E40F,WA,2015,TESLA,MODEL S,BEV,True,208,53029971000
WA1F2AFY2N,WA,2022,AUDI,Q5,PHEV,False,23,53035092704
KMHC65LD4J,WA,2018,HYUNDAI,IONIQ,PHEV,False,29,53033032222
2C4RC1L74M,WA,2021,CHRYSLER,PACIFICA,PHEV,True,32,53033026200
1G1RD6E45F,WA,2015,CHEVROLET,VOLT,PHEV,True,38,53057940401
WMEEJ9AA4G,WA,2016,SMART,FORTWO,BEV,True,68,53041971502
5YJSA1E48G,WA,2016,TESLA,MODEL S,BEV,True,210,53033029702
3FA6P0SUXF,WA,2015,FORD,FUSION,PHEV,False,19,53061052505
3C3CFFGE2G,WA,2016,FIAT,500,BEV,True,84,53067012100
2C4RC1R75M,WA,2021,CHRYSLER,PACIFICA,PHEV,True,32,53033010002
1C4RJYB68P,WA,2023,JEEP,GRAND CHEROKEE,PHEV,False,25,53033028200
WP1AE2A29H,WA,2017,PORSCHE,CAYENNE,PHEV,False,14,53033029406
5UXKT0C50G,WA,2016,BMW,X5,PHEV,False,14,53061050200
1FTBW1YK8P,WA,2023,FORD,TRANSIT,BEV,False,0,53053940005
1FT6W1EV4N,WA,2022,FORD,F-150,BEV,False,0,53011041309
YV4BK0DP9M,WA,2021,VOLVO,XC60,PHEV,False,18,53033022502
WVGKMPE24M,WA,2021,VOLKSWAGEN,ID.4,BEV,False,0,53011041208
KM8JFDA25P,WA,2023,HYUNDAI,TUCSON,PHEV,True,33,53033006300
YSMED3KA4P,WA,2023,POLESTAR,PS2,BEV,False,0,53033032222
WA1LAAGEXN,WA,2022,AUDI,E-TRON,BEV,False,0,53033024800
KMHC75LD2K,WA,2019,HYUNDAI,IONIQ,PHEV,False,29,53011041208
LYVBR0DLXK,WA,2019,VOLVO,XC60,PHEV,False,17,53033011601
WA1E2AFY5L,WA,2020,AUDI,Q5 E,PHEV,False,20,53033005803
WP1BE2AY7N,WA,2022,PORSCHE,CAYENNE,PHEV,False,16,53033025007
WA1LAAGE8P,WA,2023,AUDI,E-TRON,BEV,False,0,53033025007
5YJSA1E45H,WA,2017,TESLA,MODEL S,BEV,True,210,53057951200
WBY8P4C0XM,WA,2021,BMW,I3,PHEV,True,126,53033003500
WA1LABGE3M,WA,2021,AUDI,E-TRON,BEV,False,0,53033021904
JTJKKCFZ3R,WA,2024,LEXUS,NX,PHEV,True,37,53033032316
5YJXCBE43H,WA,2017,TESLA,MODEL X,BEV,True,200,53033009300
WP1AE2AY6N,WA,2022,PORSCHE,CAYENNE,PHEV,False,16,53033003000
YV4ED3UL8P,WA,2023,VOLVO,XC40,BEV,False,0,53035092701
YV4ED3UA3N,WA,2022,VOLVO,XC40,BEV,False,0,53035090202
55SWF4HB2J,WA,2018,MERCEDES-BENZ,C-CLASS,PHEV,False,8,53033032011
WAUEJBFW6P,WA,2023,AUDI,E-TRON GT,BEV,False,0,53033004101
7JRBR0FL6M,WA,2021,VOLVO,S60,PHEV,False,22,53035090902
WVGRMPE21N,WA,2022,VOLKSWAGEN,ID.4,BEV,False,0,53033001702
WP0AB2Y17N,WA,2022,PORSCHE,TAYCAN,BEV,False,0,53067012221
KNDCR3LF9P,WA,2023,KIA,NIRO,PHEV,True,33,53061052502
WDDUG6DB7H,WA,2017,MERCEDES-BENZ,S-CLASS,PHEV,False,12,53033032221
JHMZC5F35K,WA,2019,HONDA,CLARITY,PHEV,True,47,53033001202
1FTVW1EL3P,WA,2023,FORD,F-150,BEV,False,0,53033029603
WP1AE2AY2L,WA,2020,PORSCHE,CAYENNE,PHEV,False,14,53033002700
KMHC75LD4K,WA,2019,HYUNDAI,IONIQ,PHEV,False,29,53033022605
1V2VMPE8XP,WA,2023,VOLKSWAGEN,ID.4,BEV,False,0,53033030700
WBY8P6C02L,WA,2020,BMW,I3,BEV,True,153,53035090902
KMHC65LD3K,WA,2019,HYUNDAI,IONIQ,PHEV,False,29,53035092500
WA1F2AFY5L,WA,2020,AUDI,Q5 E,PHEV,False,20,53011040713
1G1FY6S05N,WA,2022,CHEVROLET,BOLT EV,BEV,False,0,53033004800
1G1RB6S5XK,WA,2019,CHEVROLET,VOLT,PHEV,True,53,53033032318
7JRBR0FL9K,WA,2019,VOLVO,S60,PHEV,False,22,53033005100
YV4BR00L6M,WA,2021,VOLVO,XC90,PHEV,False,18,53033006900
YV4BR0DL9N,WA,2022,VOLVO,XC60,PHEV,False,18,53033029602
WMZYU7C40J,WA,2018,MINI,COUNTRYMAN,PHEV,False,12,53029970300
3FA6P0SU0D,WA,2013,FORD,FUSION,PHEV,False,19,53067012730
KMHM34AC1P,WA,2023,HYUNDAI,IONIQ 6,BEV,False,0,53033025302
JTMFB3FV0P,WA,2023,TOYOTA,RAV4 PRIME,PHEV,True,42,53033000601
3FMTK3SS1P,WA,2023,FORD,MUSTANG MACH-E,BEV,False,0,53033030306
WA132BFZ0N,WA,2022,AUDI,Q4,BEV,False,0,53033024200
WBY8P2C00M,WA,2021,BMW,I3,BEV,False,0,53033022702
YV4BR0CK7M,WA,2021,VOLVO,XC90,PHEV,False,18,53033011102
KM8S7DA27P,WA,2023,HYUNDAI,SANTA FE,PHEV,True,30,53033003100
1FTBW9CK3N,WA,2022,FORD,TRANSIT,BEV,False,0,53033010900
3FA6P0SU3F,WA,2015,FORD,FUSION,PHEV,False,19,53009001100
YSMET3KA4P,WA,2023,POLESTAR,PS2,BEV,False,0,53011040403
1FTBW9CK5N,WA,2022,FORD,TRANSIT,BEV,False,0,53033026200
KMHE14L27H,WA,2017,HYUNDAI,SONATA,PHEV,False,27,53033032402
WVGJNPE28M,WA,2021,VOLKSWAGEN,ID.4,BEV,False,0,53033008101
1FADP5CU7E,WA,2014,FORD,C-MAX,PHEV,False,19,53033005201
WA1CAAGE4R,WA,2024,AUDI,Q8,BEV,False,0,53033006703
WA13AAGE1M,WA,2021,AUDI,E-TRON SPORTBACK,BEV,False,0,53073000804
1G1FX6S02N,WA,2022,CHEVROLET,BOLT EV,BEV,False,0,53033026500
JA4J2VA70N,WA,2022,MITSUBISHI,OUTLANDER,PHEV,False,24,53033008500
YV4BR0DM6M,WA,2021,VOLVO,XC60,PHEV,False,18,53033001600
SALKP9F4XP,WA,2023,LAND ROVER,RANGE ROVER,PHEV,True,51,53033006300
WA13AAGEXM,WA,2021,AUDI,E-TRON SPORTBACK,BEV,False,0,53011042400
WP0BB2Y1XP,WA,2023,PORSCHE,TAYCAN,BEV,False,0,53033023806
1V2VMPE88P,WA,2023,VOLKSWAGEN,ID.4,BEV,False,0,53033010602
KNDCD3LD8J,WA,2018,KIA,NIRO,PHEV,False,26,53033011602
WDDVP9AB6H,WA,2017,MERCEDES-BENZ,B-CLASS,BEV,True,87,53033008101
JA4J2VA74N,WA,2022,MITSUBISHI,OUTLANDER,PHEV,False,24,53033026200
KMHC65LD6N,WA,2022,HYUNDAI,IONIQ,PHEV,False,29,53033003602
2T3YL4DVXE,WA,2014,TOYOTA,RAV4,BEV,True,103,53033022402
WMZYU7C45J,WA,2018,MINI,COUNTRYMAN,PHEV,False,12,53033008900
WMZYU7C59K,WA,2019,MINI,COUNTRYMAN,PHEV,False,12,53035090800
1G1RF6E42D,WA,2013,CHEVROLET,VOLT,PHEV,True,38,53061052506
5LMTJ5DZ0N,WA,2022,LINCOLN,CORSAIR,PHEV,False,28,53033032217
KNDCC3LD6K,WA,2019,KIA,NIRO,PHEV,False,26,53035940100
KNDRMDLH1N,WA,2022,KIA,SORENTO,PHEV,True,32,53033032211
1C4RJXR6XR,WA,2024,JEEP,WRANGLER,PHEV,False,21,53029970500
YV4BR0CL4M,WA,2021,VOLVO,XC90,PHEV,False,18,53033023404
WB533CF05R,WA,2024,BMW,IX,BEV,False,0,53061041816
YV4BC0PM5H,WA,2017,VOLVO,XC90,PHEV,False,14,53035090902
1N4BZ1BP7L,WA,2020,NISSAN,LEAF,BEV,False,0,53067011100
WVWPR7AU7H,WA,2017,VOLKSWAGEN,E-GOLF,BEV,True,125,53035090901
5YJXCDE23K,WA,2019,TESLA,MODEL X,BEV,True,289,53033029206
5YJXCBE48L,WA,2020,TESLA,MODEL X,BEV,True,293,53033000900
WA1E2AFY5M,WA,2021,AUDI,Q5 E,PHEV,False,18,53061042001
JA4J2VA7XN,WA,2022,MITSUBISHI,OUTLANDER,PHEV,False,24,53033026200
3C3CFFGE0F,WA,2015,FIAT,500,BEV,True,87,53011040604
5YJXCAE26M,WA,2021,TESLA,MODEL X,BEV,False,0,53033024002
1FT6W1EV8P,WA,2023,FORD,F-150,BEV,False,0,53061052607
1FADP5FU6H,WA,2017,FORD,C-MAX,PHEV,False,20,53033032102
5YJSA1E44M,WA,2021,TESLA,MODEL S,BEV,False,0,53033005600
5YJSA1AG9D,WA,2013,TESLA,MODEL S,BEV,True,208,53053070205
1V2CMPE82P,WA,2023,VOLKSWAGEN,ID.4,BEV,False,0,53061052607
5YJXCBE44K,WA,2019,TESLA,MODEL X,BEV,True,289,53033032211
ZASPATDWXR,WA,2024,ALFA ROMEO,TONALE,PHEV,True,33,53033007202
WBY43AW04P,WA,2023,BMW,I4,BEV,False,0,53033023902
1G1RH6E45C,WA,2012,CHEVROLET,VOLT,PHEV,True,35,53029970401
JHMZC5F18K,WA,2019,HONDA,CLARITY,PHEV,True,47,53033005700
KM8S6DA20N,WA,2022,HYUNDAI,SANTA FE,PHEV,True,31,53035090202
2C4RC1S72P,WA,2023,CHRYSLER,PACIFICA,PHEV,True,32,53033026200
WP0AB2Y13P,WA,2023,PORSCHE,TAYCAN,BEV,False,0,53033002500
3MW5P9J09N,WA,2022,BMW,330E,PHEV,False,22,53033032605
1N4AZ1CV7N,WA,2022,NISSAN,LEAF,BEV,False,0,53033026200
WB523CF0XN,WA,2022,BMW,IX,BEV,False,0,53033021905
YV4BC0PM3G,WA,2016,VOLVO,XC90,PHEV,False,13,53033022401
5UXKT0C55H,WA,2017,BMW,X5,PHEV,False,14,53033032103
KM8K53AG7M,WA,2021,HYUNDAI,KONA ELECTRIC,BEV,False,0,53033005600
1N4BZ1CP0L,WA,2020,NISSAN,LEAF,BEV,True,215,53033032401
W1N0G5DB9L,WA,2020,MERCEDES-BENZ,GLC-CLASS,PHEV,False,22,53033011102
3FA6P0SU7G,WA,2016,FORD,FUSION,PHEV,False,19,53061041605
KM8KM4AE2N,WA,2022,HYUNDAI,IONIQ 5,BEV,False,0,53053070312
5YJSA1H23E,WA,2014,TESLA,MODEL S,BEV,True,208,53077003200
WBY1Z2C56F,WA,2015,BMW,I3,BEV,True,81,53033002700
1G1RE6E47C,WA,2012,CHEVROLET,VOLT,PHEV,True,35,53033029902
WMEFK9BA4J,WA,2018,SMART,EQ FORTWO,BEV,True,58,53033024500
KM8K53AG1M,WA,2021,HYUNDAI,KONA ELECTRIC,BEV,False,0,53033022603
WVGRMPE27N,WA,2022,VOLKSWAGEN,ID.4,BEV,False,0,53067011623
1FTVW1EL0P,WA,2023,FORD,F-150,BEV,False,0,53055960400
YV4BR0DK5M,WA,2021,VOLVO,XC60,PHEV,False,18,53033022702
KMHM54AC2P,WA,2023,HYUNDAI,IONIQ 6,BEV,False,0,53033002100
WBY1Z6C3XH,WA,2017,BMW,I3,BEV,True,81,53061053603
1N4BZ1DP0L,WA,2020,NISSAN,LEAF,BEV,True,215,53011041310
KM8K53AG3M,WA,2021,HYUNDAI,KONA ELECTRIC,BEV,False,0,53033025304
WMZYU7C46J,WA,2018,MINI,COUNTRYMAN,PHEV,False,12,53033001900
1G1FW6S01L,WA,2020,CHEVROLET,BOLT EV,BEV,True,259,53057940500
ZASPATCW5R,WA,2024,ALFA ROMEO,TONALE,PHEV,True,33,53033024100
SALWR4RYXM,WA,2021,LAND ROVER,RANGE ROVER SPORT,PHEV,False,19,53033024601
1FTBW9CK6N,WA,2022,FORD,TRANSIT,BEV,False,0,53033029701
YV4BR0DLXL,WA,2020,VOLVO,XC60,PHEV,False,18,53035091400
WAUTPBFFXJ,WA,2018,AUDI,A3,PHEV,False,16,53033003000
KMHC75LD7K,WA,2019,HYUNDAI,IONIQ,PHEV,False,29,53061052107
1FTVW1EL4N,WA,2022,FORD,F-150,BEV,False,0,53033032604
WA1F2BFY0P,WA,2023,AUDI,Q5 E,PHEV,False,23,53033008003
WMZYU7C47J,WA,2018,MINI,COUNTRYMAN,PHEV,False,12,53011041112
5YJ3E1EA5H,WA,2017,TESLA,MODEL 3,BEV,True,220,53063010301
KNDCC3LG7L,WA,2020,KIA,NIRO,BEV,True,239,53033022402
JTMEB3FV3M,WA,2021,TOYOTA,RAV4 PRIME,PHEV,True,42,53033001701
1N4BZ1BV9N,WA,2022,NISSAN,LEAF,BEV,False,0,53033010200
KL8CL6S04E,WA,2014,CHEVROLET,SPARK,BEV,True,82,53067011200
WB533CF0XP,WA,2023,BMW,IX,BEV,False,0,53033021904
1G1FY6S07N,WA,2022,CHEVROLET,BOLT EV,BEV,False,0,53033029208
WBY2Z4C53K,WA,2019,BMW,I8,PHEV,False,18,53011040811
YV4ED3UL2P,WA,2023,VOLVO,XC40,BEV,False,0,53033024703
1FTVW1EV7N,WA,2022,FORD,F-150,BEV,False,0,53011041203
LYVBR0DL1K,WA,2019,VOLVO,XC60,PHEV,False,17,53033004201
2C4RC1N78H,WA,2017,CHRYSLER,PACIFICA,PHEV,True,33,53067010520
KNDCE3LG3L,WA,2020,KIA,NIRO,BEV,True,239,53033001100
5YJSA1E43G,WA,2016,TESLA,MODEL S,BEV,True,210,53045960402
JA4J2VA73N,WA,2022,MITSUBISHI,OUTLANDER,PHEV,False,24,53033008500
KL8CL6S05E,WA,2014,CHEVROLET,SPARK,BEV,True,82,53033003800
WP1AE2A21F,WA,2015,PORSCHE,CAYENNE,PHEV,False,14,53011040408
WVGKMPE22N,WA,2022,VOLKSWAGEN,ID.4,BEV,False,0,53033000102
WBY73AW04N,WA,2022,BMW,I4,BEV,False,0,53061052004
4JGDA6DB1J,WA,2018,MERCEDES-BENZ,GLE-CLASS,PHEV,False,8,53033022300
JM3KKDHAXR,WA,2024,MAZDA,CX-90,PHEV,False,26,53035080101
KM8S7DA24P,WA,2023,HYUNDAI,SANTA FE,PHEV,True,30,53033023100
5YJSA1E60M,WA,2021,TESLA,MODEL S,BEV,False,0,53073000807
3FA6P0SU5D,WA,2013,FORD,FUSION,PHEV,False,19,53005011001
5LMYJ8XY5M,WA,2021,LINCOLN,AVIATOR,PHEV,False,21,53061940001
WDC0G5EB3J,WA,2018,MERCEDES-BENZ,GLC-CLASS,PHEV,False,9,53033025101
KM8KM4AE1N,WA,2022,HYUNDAI,IONIQ 5,BEV,False,0,53011040201
1FMCU0E10P,WA,2023,FORD,ESCAPE,PHEV,True,37,53061051804
WP0AA2Y16M,WA,2021,PORSCHE,TAYCAN,BEV,False,0,53033024001
WP0AB2Y12L,WA,2020,PORSCHE,TAYCAN,BEV,True,203,53033024100
YV4BR0DK9N,WA,2022,VOLVO,XC60,PHEV,False,18,53035090700
JN1BF0BA4P,WA,2023,NISSAN,ARIYA,BEV,False,0,53033025304
5YJXCDE20G,WA,2016,TESLA,MODEL X,BEV,True,200,53033030902
1G1RD6E44F,WA,2015,CHEVROLET,VOLT,PHEV,True,38,53061042006
JN1BF0BA1P,WA,2023,NISSAN,ARIYA,BEV,False,0,53009002301
7SAXCDE51N,WA,2022,TESLA,MODEL X,BEV,False,0,53033024500
WVGKMPE26N,WA,2022,VOLKSWAGEN,ID.4,BEV,False,0,53011041600
KNDCM3LD0N,WA,2022,KIA,NIRO,PHEV,False,26,53011040303
1G1FX6S07J,WA,2018,CHEVROLET,BOLT EV,BEV,True,238,53011042800
WAUUPBFF3H,WA,2017,AUDI,A3,PHEV,False,16,53035090102
5YJSA1AC4D,WA,2013,TESLA,MODEL S,BEV,True,208,53033000202
YV4H600A6P,WA,2023,VOLVO,XC90,PHEV,True,32,53033001701
KNDCC3LD6L,WA,2020,KIA,NIRO,PHEV,False,26,53033011602
1G1RE6E41C,WA,2012,CHEVROLET,VOLT,PHEV,True,35,53033029507
1N4BZ1BP6L,WA,2020,NISSAN,LEAF,BEV,False,0,53033002200
KNDCM3LD4J,WA,2018,KIA,NIRO,PHEV,False,26,53061052005
WBAJB1C59K,WA,2019,BMW,530E,PHEV,False,15,53033024901
1FMCU0KZ3N,WA,2022,FORD,ESCAPE,PHEV,True,38,53033030101
1C4RJYD67P,WA,2023,JEEP,GRAND CHEROKEE,PHEV,False,25,53011040605
YV4ED3GM3P,WA,2023,VOLVO,C40,BEV,False,0,53033010502
2C4RC1N78K,WA,2019,CHRYSLER,PACIFICA,PHEV,True,32,53035090700
WVGKMPE27N,WA,2022,VOLKSWAGEN,ID.4,BEV,False,0,53033027600
WP0AD2A74F,WA,2015,PORSCHE,PANAMERA,PHEV,False,15,53011040811
WP0AB2Y14L,WA,2020,PORSCHE,TAYCAN,BEV,True,203,53033003301
WBY7Z4C59J,WA,2018,BMW,I3,PHEV,True,97,53077002003
3FMTK4SX1M,WA,2021,FORD,MUSTANG MACH-E,BEV,False,0,53067012225
JN1AF0BA9P,WA,2023,NISSAN,ARIYA,BEV,False,0,53009000800
2C4RC1L76K,WA,2019,CHRYSLER,PACIFICA,PHEV,True,32,53011043100
5LMYJ8XY4M,WA,2021,LINCOLN,AVIATOR,PHEV,False,21,53033032307
3FA6P0SU5H,WA,2017,FORD,FUSION,PHEV,False,21,53033010502
YV4BR0DZ6N,WA,2022,VOLVO,XC60,PHEV,False,18,53033003000
LPSED3KA3M,WA,2021,POLESTAR,PS2,BEV,True,233,53033005306
KM8K53AG6K,WA,2019,HYUNDAI,KONA,BEV,True,258,53011040904
3FMTK3R74M,WA,2021,FORD,MUSTANG MACH-E,BEV,False,0,53033004000
WAUUPBFF2G,WA,2016,AUDI,A3,PHEV,False,16,53033011602
KM8K23AG3N,WA,2022,HYUNDAI,KONA ELECTRIC,BEV,False,0,53053072504
WVWPR7AU2K,WA,2019,VOLKSWAGEN,E-GOLF,BEV,True,125,53033002500
WA1VABGE9N,WA,2022,AUDI,E-TRON,BEV,False,0,53029971400
3FMTK4SX2M,WA,2021,FORD,MUSTANG MACH-E,BEV,False,0,53033032500
JHMZC5F38L,WA,2020,HONDA,CLARITY,PHEV,True,47,53033024601
1G1RH6E43D,WA,2013,CHEVROLET,VOLT,PHEV,True,38,53035091201
3FMTK2SU2N,WA,2022,FORD,MUSTANG MACH-E,BEV,False,0,53007961001
2C4RC1H74K,WA,2019,CHRYSLER,PACIFICA,PHEV,True,32,53011040608
YV4ED3UL1P,WA,2023,VOLVO,XC40,BEV,False,0,53033000500
WA1DAAGE7R,WA,2024,AUDI,Q8,BEV,False,0,53073000102
JHMZC5F1XL,WA,2020,HONDA,CLARITY,PHEV,True,47,53061042001
JTMEB3FV2M,WA,2021,TOYOTA,RAV4 PRIME,PHEV,True,42,53033024901
5YJSA1E49L,WA,2020,TESLA,MODEL S,BEV,True,337,53061050200
5YJSA1DG2D,WA,2013,TESLA,MODEL S,BEV,True,208,53073001202
YV4BR00L3M,WA,2021,VOLVO,XC90,PHEV,False,18,53033025008
WBY8P2C57K,WA,2019,BMW,I3,BEV,True,153,53033003201
1G1RH6E44D,WA,2013,CHEVROLET,VOLT,PHEV,True,38,53033011802
1G1RC6S55K,WA,2019,CHEVROLET,VOLT,PHEV,True,53,53033032319
1G1RC6S57G,WA,2016,CHEVROLET,VOLT,PHEV,True,53,53075000300
1V2JNPE86P,WA,2023,VOLKSWAGEN,ID.4,BEV,False,0,53041970800
KMHC75LD5K,WA,2019,HYUNDAI,IONIQ,PHEV,False,29,53011041010
WDC0G5EB9J,WA,2018,MERCEDES-BENZ,GLC-CLASS,PHEV,False,9,53011040709
KNDCM3LD9N,WA,2022,KIA,NIRO,PHEV,False,26,53073010900
KNDJP3AE0F,WA,2015,KIA,SOUL,BEV,True,93,53067011628
YV4BC0PL5H,WA,2017,VOLVO,XC90,PHEV,False,14,53033024500
KNDJP3AE3H,WA,2017,KIA,SOUL EV,BEV,True,93,53011041309
WVGDMPE25M,WA,2021,VOLKSWAGEN,ID.4,BEV,False,0,53011040811
KNDJP3AE1H,WA,2017,KIA,SOUL EV,BEV,True,93,53033024901
WA1F2AFY7N,WA,2022,AUDI,Q5,PHEV,False,23,53005011702
WAUCJBFW8N,WA,2022,AUDI,E-TRON GT,BEV,False,0,53033004901
YV4H600Z6N,WA,2022,VOLVO,XC90,PHEV,True,35,53033025008
JTMCB3FV8N,WA,2022,TOYOTA,RAV4 PRIME,PHEV,True,42,53033012100
WVWPR7AU7J,WA,2018,VOLKSWAGEN,E-GOLF,BEV,True,125,53033032008
KNDC5DLE6P,WA,2023,KIA,EV6,BEV,False,0,53061053802
KNDJP3AE6G,WA,2016,KIA,SOUL,BEV,True,93,53035080600
1G1RC6E4XB,WA,2011,CHEVROLET,VOLT,PHEV,True,35,53011040413
KM8K23AG1N,WA,2022,HYUNDAI,KONA ELECTRIC,BEV,False,0,53033011500
1G1RB6E41E,WA,2014,CHEVROLET,VOLT,PHEV,True,38,53031950202
YV4H600LXN,WA,2022,VOLVO,XC90,PHEV,True,35,53033020301
WBY1Z8C56H,WA,2017,BMW,I3,PHEV,True,97,53033004500
KM8K33AG3M,WA,2021,HYUNDAI,KONA ELECTRIC,BEV,False,0,53005010815
SAL119E41P,WA,2023,LAND ROVER,RANGE ROVER SPORT,PHEV,False,19,53033022603
JA4J2VA75N,WA,2022,MITSUBISHI,OUTLANDER,PHEV,False,24,53063011104
5YJXCBE28K,WA,2019,TESLA,MODEL X,BEV,True,289,53011040605
1G1FW6S0XN,WA,2022,CHEVROLET,BOLT EV,BEV,False,0,53067010100
ZASPATDW7R,WA,2024,ALFA ROMEO,TONALE,PHEV,True,33,53061042006
WBY33AW06N,WA,2022,BMW,I4,BEV,False,0,53033032225
W1N9M0KB8P,WA,2023,MERCEDES-BENZ,EQB-CLASS,BEV,False,0,53033032321
KM8K33AG0M,WA,2021,HYUNDAI,KONA ELECTRIC,BEV,False,0,53067012225
WMW13DJ05P,WA,2023,MINI,HARDTOP,BEV,False,0,53033032008
5YJSA1E42H,WA,2017,TESLA,MODEL S,BEV,True,210,53011040605
WA1AAAGE5P,WA,2023,AUDI,E-TRON,BEV,False,0,53077002804
5YJSA1E61M,WA,2021,TESLA,MODEL S,BEV,False,0,53063010506
SALGS4RY7M,WA,2021,LAND ROVER,RANGE ROVER,PHEV,False,19,53033032224
KM8K33AG8K,WA,2019,HYUNDAI,KONA,BEV,True,258,53033032316
JTDKN3DPXD,WA,2013,TOYOTA,PRIUS PLUG-IN,PHEV,False,6,53011041317
7JRBR0FL4L,WA,2020,VOLVO,S60,PHEV,False,22,53033023901
5YJSA1E61N,WA,2022,TESLA,MODEL S,BEV,False,0,53033024601
5YJXCAE27K,WA,2019,TESLA,MODEL X,BEV,True,289,53033000601
WA1F2AFY9N,WA,2022,AUDI,Q5,PHEV,False,23,53033001702
1G1RA6E45C,WA,2012,CHEVROLET,VOLT,PHEV,True,35,53033020301
WBY2Z2C54E,WA,2014,BMW,I8,PHEV,False,14,53033024002
WA1VABGE5P,WA,2023,AUDI,E-TRON,BEV,False,0,53033022203
5LMYJ8XY7M,WA,2021,LINCOLN,AVIATOR,PHEV,False,21,53067010700
YV4H60DZ1N,WA,2022,VOLVO,XC60,PHEV,True,35,53035090800
YV4BC0PL0G,WA,2016,VOLVO,XC90,PHEV,False,13,53035091002
LPSED3KA2M,WA,2021,POLESTAR,PS2,BEV,True,233,53015000501
YV4BR0CL9L,WA,2020,VOLVO,XC90,PHEV,False,18,53033010200
WA13AAGE0M,WA,2021,AUDI,E-TRON SPORTBACK,BEV,False,0,53033022101
1FTBW9CK1N,WA,2022,FORD,TRANSIT,BEV,False,0,53033026200
KM8K23AG0M,WA,2021,HYUNDAI,KONA ELECTRIC,BEV,False,0,53061051938
KNAGV4LD3H,WA,2017,KIA,OPTIMA,PHEV,False,29,53067012002
YV4ED3GL6P,WA,2023,VOLVO,C40,BEV,False,0,53033026200
YV4BR00L0N,WA,2022,VOLVO,XC90,PHEV,False,18,53061042001
KNDJP3AE4H,WA,2017,KIA,SOUL EV,BEV,True,93,53061052401
WAUUPBFF3J,WA,2018,AUDI,A3,PHEV,False,16,53033010701
5YJSA1S16E,WA,2014,TESLA,MODEL S,BEV,True,208,53053072504
JN1DF0CDXP,WA,2023,NISSAN,ARIYA,BEV,False,0,53053072107
YV4ED3UW1P,WA,2023,VOLVO,XC40,BEV,False,0,53033000700
1C4RJYD69P,WA,2023,JEEP,GRAND CHEROKEE,PHEV,False,25,53033031603
5YJSA1DP0C,WA,2012,TESLA,MODEL S,BEV,True,265,53033023401
WA1AAAGE4N,WA,2022,AUDI,E-TRON,BEV,False,0,53033006300
3FMTK2SU0N,WA,2022,FORD,MUSTANG MACH-E,BEV,False,0,53063002400
WA1F2AFY1N,WA,2022,AUDI,Q5,PHEV,False,23,53033003201
1G1RD6E47F,WA,2015,CHEVROLET,VOLT,PHEV,True,38,53057951600
WVGGNPE23N,WA,2022,VOLKSWAGEN,ID.4,BEV,False,0,53033011602
WP1AE2A25G,WA,2016,PORSCHE,CAYENNE,PHEV,False,14,53035091301
WA1AAAGEXM,WA,2021,AUDI,E-TRON,BEV,True,222,53061052005
1G1RB6S51G,WA,2016,CHEVROLET,VOLT,PHEV,True,53,53067011721
5YJSA1H15F,WA,2015,TESLA,MODEL S,BEV,True,208,53033030312
KNDPYDAH2P,WA,2023,KIA,SPORTAGE,PHEV,True,34,53033032010
WBA7J2C50K,WA,2019,BMW,740E,PHEV,False,14,53063012401
YV4BR0DLXJ,WA,2018,VOLVO,XC60,PHEV,False,17,53033008003
YV4H60CA1P,WA,2023,VOLVO,XC90,PHEV,True,32,53053073128
5YJSA4H26F,WA,2015,TESLA,MODEL S,BEV,True,208,53061053505
3FMTK1RM2P,WA,2023,FORD,MUSTANG MACH-E,BEV,False,0,53033025304
WBY8P6C0XL,WA,2020,BMW,I3,BEV,True,153,53033007800
5YJYGDED5M,WA,2021,TESLA,MODEL Y,BEV,False,0,53033030310
2C4RC1H7XL,WA,2020,CHRYSLER,PACIFICA,PHEV,True,32,53033027701
53TBH2MC3B,WA,2011,TH!NK,CITY,BEV,True,100,53033032330
7SAXCBE67N,WA,2022,TESLA,MODEL X,BEV,False,0,53061052203
1C4RJXR64R,WA,2024,JEEP,WRANGLER,PHEV,False,21,53011040610
3FMTK3R70P,WA,2023,FORD,MUSTANG MACH-E,BEV,False,0,53061051917
JTDACACU5P,WA,2023,TOYOTA,PRIUS,PHEV,True,39,53033003302
1N4BZ1DP6L,WA,2020,NISSAN,LEAF,BEV,True,215,53067012221
1G1RF6E4XD,WA,2013,CHEVROLET,VOLT,PHEV,True,38,53061053510
5LMYJ9YY0L,WA,2020,LINCOLN,AVIATOR,PHEV,False,21,53011042800
KNDCR3LF4P,WA,2023,KIA,NIRO,PHEV,True,33,53053061100
3FA6P0SU8D,WA,2013,FORD,FUSION,PHEV,False,19,53015001601
YV4BC0PL3G,WA,2016,VOLVO,XC90,PHEV,False,13,53061051917
YV4BR0DM5L,WA,2020,VOLVO,XC60,PHEV,False,19,53033004800
WP0AC2Y10M,WA,2021,PORSCHE,TAYCAN,BEV,True,192,53011040609
WBY1Z6C55H,WA,2017,BMW,I3,BEV,True,81,53033005801
5LMTJ5DZ9N,WA,2022,LINCOLN,CORSAIR,PHEV,False,28,53063010604
YSMEG3KAXP,WA,2023,POLESTAR,PS2,BEV,False,0,53033032703
